_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
12067,2019Q2,S08000015,S08000017,"",All Cancer Types,d,5,"",5,""
12068,2019Q2,S08000015,S08000030,"",Upper GI,"",1,"",1,""
12069,2019Q2,S08000015,S08000030,"",All Cancer Types,d,1,"",1,""
12070,2019Q2,S08000015,S08000031,"",Breast,"",1,"",1,""
12071,2019Q2,S08000015,S08000031,"",Cervical,"",4,"",4,""
12072,2019Q2,S08000015,S08000031,"",Colorectal,"",3,"",3,""
12073,2019Q2,S08000015,S08000031,"",Head & Neck,"",13,"",13,""
12074,2019Q2,S08000015,S08000031,"",Lung,"",15,"",15,""
12075,2019Q2,S08000015,S08000031,"",Lymphoma,"",1,"",1,""
12076,2019Q2,S08000015,S08000031,"",Melanoma,"",1,"",1,""
12077,2019Q2,S08000015,S08000031,"",Ovarian,"",6,"",6,""
12078,2019Q2,S08000015,S08000031,"",Upper GI,"",13,"",12,""
12079,2019Q2,S08000015,S08000031,"",Urological,"",11,"",11,""
12080,2019Q2,S08000015,S08000031,"",All Cancer Types,d,68,"",67,""
12081,2019Q2,S08000015,S92000003,d,Breast,"",107,"",98,""
12082,2019Q2,S08000015,S92000003,d,Cervical,"",5,"",5,""
12083,2019Q2,S08000015,S92000003,d,Colorectal,"",70,"",69,""
12084,2019Q2,S08000015,S92000003,d,Head & Neck,"",22,"",22,""
12085,2019Q2,S08000015,S92000003,d,Lung,"",70,"",70,""
12086,2019Q2,S08000015,S92000003,d,Lymphoma,"",5,"",5,""
12087,2019Q2,S08000015,S92000003,d,Melanoma,"",26,"",25,""
12088,2019Q2,S08000015,S92000003,d,Ovarian,"",11,"",11,""
12089,2019Q2,S08000015,S92000003,d,Upper GI,"",47,"",45,""
12090,2019Q2,S08000015,S92000003,d,Urological,"",95,"",95,""
12091,2019Q2,S08000015,S92000003,d,All Cancer Types,d,458,"",445,""
12092,2019Q2,S08000015,SB0801,"",Lung,"",13,"",13,""
12093,2019Q2,S08000015,SB0801,"",All Cancer Types,d,13,"",13,""
12094,2019Q2,S08000016,S08000016,"",Breast,"",14,"",14,""
12095,2019Q2,S08000016,S08000016,"",Cervical,"",3,"",3,""
12096,2019Q2,S08000016,S08000016,"",Colorectal,"",18,"",18,""
12097,2019Q2,S08000016,S08000016,"",Head & Neck,"",2,"",2,""
12098,2019Q2,S08000016,S08000016,"",Lung,"",11,"",11,""
12099,2019Q2,S08000016,S08000016,"",Lymphoma,"",4,"",4,""
12100,2019Q2,S08000016,S08000016,"",Melanoma,"",4,"",4,""
12101,2019Q2,S08000016,S08000016,"",Ovarian,"",3,"",3,""
12102,2019Q2,S08000016,S08000016,"",Upper GI,"",14,"",14,""
12103,2019Q2,S08000016,S08000016,"",Urological,"",12,"",12,""
12104,2019Q2,S08000016,S08000016,"",All Cancer Types,d,85,"",85,""
12105,2019Q2,S08000016,S08000024,"",Colorectal,"",1,"",1,""
12106,2019Q2,S08000016,S08000024,"",Head & Neck,"",5,"",5,""
12107,2019Q2,S08000016,S08000024,"",Lung,"",8,"",8,""
12108,2019Q2,S08000016,S08000024,"",Ovarian,"",2,"",2,""
12109,2019Q2,S08000016,S08000024,"",Upper GI,"",3,"",3,""
12110,2019Q2,S08000016,S08000024,"",Urological,"",8,"",8,""
12111,2019Q2,S08000016,S08000024,"",All Cancer Types,d,27,"",27,""
12112,2019Q2,S08000016,S92000003,d,Breast,"",14,"",14,""
12113,2019Q2,S08000016,S92000003,d,Cervical,"",3,"",3,""
12114,2019Q2,S08000016,S92000003,d,Colorectal,"",19,"",19,""
12115,2019Q2,S08000016,S92000003,d,Head & Neck,"",7,"",7,""
12116,2019Q2,S08000016,S92000003,d,Lung,"",19,"",19,""
12117,2019Q2,S08000016,S92000003,d,Lymphoma,"",4,"",4,""
12118,2019Q2,S08000016,S92000003,d,Melanoma,"",4,"",4,""
12119,2019Q2,S08000016,S92000003,d,Ovarian,"",5,"",5,""
12120,2019Q2,S08000016,S92000003,d,Upper GI,"",17,"",17,""
12121,2019Q2,S08000016,S92000003,d,Urological,"",20,"",20,""
12122,2019Q2,S08000016,S92000003,d,All Cancer Types,d,112,"",112,""
12123,2019Q2,S08000017,S08000017,"",Breast,"",24,"",24,""
12124,2019Q2,S08000017,S08000017,"",Cervical,"",4,"",4,""
12125,2019Q2,S08000017,S08000017,"",Colorectal,"",29,"",29,""
12126,2019Q2,S08000017,S08000017,"",Head & Neck,"",3,"",3,""
12127,2019Q2,S08000017,S08000017,"",Lung,"",19,"",19,""
12128,2019Q2,S08000017,S08000017,"",Lymphoma,"",13,"",13,""
12129,2019Q2,S08000017,S08000017,"",Melanoma,"",8,"",8,""
12130,2019Q2,S08000017,S08000017,"",Ovarian,"",6,"",6,""
12131,2019Q2,S08000017,S08000017,"",Upper GI,"",24,"",24,""
12132,2019Q2,S08000017,S08000017,"",Urological,"",33,"",33,""
12133,2019Q2,S08000017,S08000017,"",All Cancer Types,d,163,"",163,""
12134,2019Q2,S08000017,S08000024,"",Cervical,"",1,"",1,""
12135,2019Q2,S08000017,S08000024,"",Colorectal,"",2,"",2,""
12136,2019Q2,S08000017,S08000024,"",Head & Neck,"",5,"",5,""
12137,2019Q2,S08000017,S08000024,"",Lung,"",6,"",5,""
12138,2019Q2,S08000017,S08000024,"",Ovarian,"",2,"",2,""
12139,2019Q2,S08000017,S08000024,"",Upper GI,"",5,"",5,""
12140,2019Q2,S08000017,S08000024,"",Urological,"",14,"",9,""
12141,2019Q2,S08000017,S08000024,"",All Cancer Types,d,35,"",29,""
12142,2019Q2,S08000017,S08000031,"",Head & Neck,"",4,"",4,""
12143,2019Q2,S08000017,S08000031,"",Lymphoma,"",2,"",2,""
12144,2019Q2,S08000017,S08000031,"",All Cancer Types,d,6,"",6,""
12145,2019Q2,S08000017,S92000003,d,Breast,"",24,"",24,""
12146,2019Q2,S08000017,S92000003,d,Cervical,"",5,"",5,""
12147,2019Q2,S08000017,S92000003,d,Colorectal,"",31,"",31,""
12148,2019Q2,S08000017,S92000003,d,Head & Neck,"",12,"",12,""
12149,2019Q2,S08000017,S92000003,d,Lung,"",25,"",24,""
12150,2019Q2,S08000017,S92000003,d,Lymphoma,"",15,"",15,""
12151,2019Q2,S08000017,S92000003,d,Melanoma,"",8,"",8,""
12152,2019Q2,S08000017,S92000003,d,Ovarian,"",8,"",8,""
12153,2019Q2,S08000017,S92000003,d,Upper GI,"",29,"",29,""
12154,2019Q2,S08000017,S92000003,d,Urological,"",47,"",42,""
12155,2019Q2,S08000017,S92000003,d,All Cancer Types,d,204,"",198,""
12156,2019Q2,S08000019,S08000019,"",Breast,"",52,"",52,""
12157,2019Q2,S08000019,S08000019,"",Cervical,"",3,"",3,""
12158,2019Q2,S08000019,S08000019,"",Colorectal,"",47,"",42,""
12159,2019Q2,S08000019,S08000019,"",Head & Neck,"",7,"",7,""
12160,2019Q2,S08000019,S08000019,"",Lung,"",46,"",46,""
12161,2019Q2,S08000019,S08000019,"",Lymphoma,"",12,"",12,""
12162,2019Q2,S08000019,S08000019,"",Melanoma,"",12,"",11,""
12163,2019Q2,S08000019,S08000019,"",Ovarian,"",2,"",2,""
12164,2019Q2,S08000019,S08000019,"",Upper GI,"",28,"",28,""
12165,2019Q2,S08000019,S08000019,"",Urological,"",81,"",77,""
12166,2019Q2,S08000019,S08000019,"",All Cancer Types,d,290,"",280,""
12167,2019Q2,S08000019,S08000024,"",Upper GI,"",5,"",4,""
12168,2019Q2,S08000019,S08000024,"",All Cancer Types,d,5,"",4,""
12169,2019Q2,S08000019,S08000031,"",Breast,"",2,"",2,""
12170,2019Q2,S08000019,S08000031,"",Cervical,"",1,"",1,""
12171,2019Q2,S08000019,S08000031,"",Colorectal,"",1,"",1,""
12172,2019Q2,S08000019,S08000031,"",Head & Neck,"",9,"",9,""
12173,2019Q2,S08000019,S08000031,"",Lung,"",5,"",5,""
12174,2019Q2,S08000019,S08000031,"",Lymphoma,"",1,"",1,""
12175,2019Q2,S08000019,S08000031,"",Ovarian,"",2,"",2,""
12176,2019Q2,S08000019,S08000031,"",Upper GI,"",10,"",10,""
12177,2019Q2,S08000019,S08000031,"",Urological,"",12,"",8,""
12178,2019Q2,S08000019,S08000031,"",All Cancer Types,d,43,"",39,""
12179,2019Q2,S08000019,S08000032,"",Head & Neck,"",2,"",2,""
12180,2019Q2,S08000019,S08000032,"",All Cancer Types,d,2,"",2,""
12181,2019Q2,S08000019,S92000003,d,Breast,"",54,"",54,""
12182,2019Q2,S08000019,S92000003,d,Cervical,"",4,"",4,""
12183,2019Q2,S08000019,S92000003,d,Colorectal,"",48,"",43,""
12184,2019Q2,S08000019,S92000003,d,Head & Neck,"",18,"",18,""
12185,2019Q2,S08000019,S92000003,d,Lung,"",57,"",57,""
12186,2019Q2,S08000019,S92000003,d,Lymphoma,"",13,"",13,""
12187,2019Q2,S08000019,S92000003,d,Melanoma,"",12,"",11,""
12188,2019Q2,S08000019,S92000003,d,Ovarian,"",4,"",4,""
12189,2019Q2,S08000019,S92000003,d,Upper GI,"",43,"",42,""
12190,2019Q2,S08000019,S92000003,d,Urological,"",93,"",85,""
12191,2019Q2,S08000019,S92000003,d,All Cancer Types,d,346,"",331,""
12192,2019Q2,S08000019,SB0801,"",Lung,"",6,"",6,""
12193,2019Q2,S08000019,SB0801,"",All Cancer Types,d,6,"",6,""
12194,2019Q2,S08000020,S08000020,"",Breast,"",138,"",136,""
12195,2019Q2,S08000020,S08000020,"",Cervical,"",6,"",5,""
12196,2019Q2,S08000020,S08000020,"",Colorectal,"",91,"",90,""
12197,2019Q2,S08000020,S08000020,"",Head & Neck,"",25,"",25,""
12198,2019Q2,S08000020,S08000020,"",Lung,"",118,"",110,""
12199,2019Q2,S08000020,S08000020,"",Lymphoma,"",33,"",32,""
12200,2019Q2,S08000020,S08000020,"",Melanoma,"",38,"",37,""
12201,2019Q2,S08000020,S08000020,"",Ovarian,"",8,"",8,""
12202,2019Q2,S08000020,S08000020,"",Upper GI,"",82,"",81,""
12203,2019Q2,S08000020,S08000020,"",Urological,"",199,"",170,""
12204,2019Q2,S08000020,S08000020,"",All Cancer Types,d,738,"",694,""
12205,2019Q2,S08000020,S08000022,"",Breast,"",1,"",1,""
12206,2019Q2,S08000020,S08000022,"",Colorectal,"",1,"",1,""
12207,2019Q2,S08000020,S08000022,"",Urological,"",1,"",1,""
12208,2019Q2,S08000020,S08000022,"",All Cancer Types,d,3,"",3,""
12209,2019Q2,S08000020,S92000003,d,Breast,"",139,"",137,""
12210,2019Q2,S08000020,S92000003,d,Cervical,"",6,"",5,""
12211,2019Q2,S08000020,S92000003,d,Colorectal,"",92,"",91,""
12212,2019Q2,S08000020,S92000003,d,Head & Neck,"",25,"",25,""
12213,2019Q2,S08000020,S92000003,d,Lung,"",118,"",110,""
12214,2019Q2,S08000020,S92000003,d,Lymphoma,"",33,"",32,""
12215,2019Q2,S08000020,S92000003,d,Melanoma,"",38,"",37,""
12216,2019Q2,S08000020,S92000003,d,Ovarian,"",8,"",8,""
12217,2019Q2,S08000020,S92000003,d,Upper GI,"",82,"",81,""
12218,2019Q2,S08000020,S92000003,d,Urological,"",200,"",171,""
12219,2019Q2,S08000020,S92000003,d,All Cancer Types,d,741,"",697,""
12220,2019Q2,S08000022,S08000020,"",Colorectal,"",1,"",1,""
12221,2019Q2,S08000022,S08000020,"",Lung,"",1,"",1,""
12222,2019Q2,S08000022,S08000020,"",Ovarian,"",2,"",2,""
12223,2019Q2,S08000022,S08000020,"",Urological,"",6,"",6,""
12224,2019Q2,S08000022,S08000020,"",All Cancer Types,d,10,"",10,""
12225,2019Q2,S08000022,S08000022,"",Breast,"",78,"",76,""
12226,2019Q2,S08000022,S08000022,"",Cervical,"",5,"",5,""
12227,2019Q2,S08000022,S08000022,"",Colorectal,"",65,"",57,""
12228,2019Q2,S08000022,S08000022,"",Head & Neck,"",3,"",3,""
12229,2019Q2,S08000022,S08000022,"",Lung,"",44,"",44,""
12230,2019Q2,S08000022,S08000022,"",Lymphoma,"",17,"",17,""
12231,2019Q2,S08000022,S08000022,"",Melanoma,"",18,"",14,""
12232,2019Q2,S08000022,S08000022,"",Ovarian,"",3,"",3,""
12233,2019Q2,S08000022,S08000022,"",Upper GI,"",28,"",28,""
12234,2019Q2,S08000022,S08000022,"",Urological,"",73,"",71,""
12235,2019Q2,S08000022,S08000022,"",All Cancer Types,d,334,"",318,""
12236,2019Q2,S08000022,S08000024,"",Upper GI,"",1,"",1,""
12237,2019Q2,S08000022,S08000024,"",Urological,"",1,"",1,""
12238,2019Q2,S08000022,S08000024,"",All Cancer Types,d,2,"",2,""
12239,2019Q2,S08000022,S08000030,"",Head & Neck,"",2,"",2,""
12240,2019Q2,S08000022,S08000030,"",All Cancer Types,d,2,"",2,""
12241,2019Q2,S08000022,S08000031,"",Colorectal,"",1,"",1,""
12242,2019Q2,S08000022,S08000031,"",Upper GI,"",2,"",2,""
12243,2019Q2,S08000022,S08000031,"",All Cancer Types,d,3,"",3,""
12244,2019Q2,S08000022,S92000003,d,Breast,"",78,"",76,""
12245,2019Q2,S08000022,S92000003,d,Cervical,"",5,"",5,""
12246,2019Q2,S08000022,S92000003,d,Colorectal,"",67,"",59,""
12247,2019Q2,S08000022,S92000003,d,Head & Neck,"",5,"",5,""
12248,2019Q2,S08000022,S92000003,d,Lung,"",52,"",52,""
12249,2019Q2,S08000022,S92000003,d,Lymphoma,"",17,"",17,""
12250,2019Q2,S08000022,S92000003,d,Melanoma,"",18,"",14,""
12251,2019Q2,S08000022,S92000003,d,Ovarian,"",5,"",5,""
12252,2019Q2,S08000022,S92000003,d,Upper GI,"",31,"",31,""
12253,2019Q2,S08000022,S92000003,d,Urological,"",80,"",78,""
12254,2019Q2,S08000022,S92000003,d,All Cancer Types,d,358,"",342,""
12255,2019Q2,S08000022,SB0801,"",Lung,"",7,"",7,""
12256,2019Q2,S08000022,SB0801,"",All Cancer Types,d,7,"",7,""
12257,2019Q2,S08000024,S08000019,"",Breast,"",1,"",1,""
12258,2019Q2,S08000024,S08000019,"",All Cancer Types,d,1,"",1,""
12259,2019Q2,S08000024,S08000024,"",Breast,"",232,"",216,""
12260,2019Q2,S08000024,S08000024,"",Cervical,"",10,"",9,""
12261,2019Q2,S08000024,S08000024,"",Colorectal,"",107,"",84,""
12262,2019Q2,S08000024,S08000024,"",Head & Neck,"",55,"",55,""
12263,2019Q2,S08000024,S08000024,"",Lung,"",155,"",151,""
12264,2019Q2,S08000024,S08000024,"",Lymphoma,"",25,"",25,""
12265,2019Q2,S08000024,S08000024,"",Melanoma,"",59,"",58,""
12266,2019Q2,S08000024,S08000024,"",Ovarian,"",18,"",17,""
12267,2019Q2,S08000024,S08000024,"",Upper GI,"",108,"",106,""
12268,2019Q2,S08000024,S08000024,"",Urological,"",195,"",177,""
12269,2019Q2,S08000024,S08000024,"",All Cancer Types,d,964,"",898,""
12270,2019Q2,S08000024,S08000029,"",Breast,"",4,"",4,""
12271,2019Q2,S08000024,S08000029,"",All Cancer Types,d,4,"",4,""
12272,2019Q2,S08000024,S92000003,d,Breast,"",237,"",221,""
12273,2019Q2,S08000024,S92000003,d,Cervical,"",10,"",9,""
12274,2019Q2,S08000024,S92000003,d,Colorectal,"",107,"",84,""
12275,2019Q2,S08000024,S92000003,d,Head & Neck,"",55,"",55,""
12276,2019Q2,S08000024,S92000003,d,Lung,"",155,"",151,""
12277,2019Q2,S08000024,S92000003,d,Lymphoma,"",25,"",25,""
12278,2019Q2,S08000024,S92000003,d,Melanoma,"",59,"",58,""
12279,2019Q2,S08000024,S92000003,d,Ovarian,"",18,"",17,""
12280,2019Q2,S08000024,S92000003,d,Upper GI,"",108,"",106,""
12281,2019Q2,S08000024,S92000003,d,Urological,"",195,"",177,""
12282,2019Q2,S08000024,S92000003,d,All Cancer Types,d,969,"",903,""
12283,2019Q2,S08000025,S08000020,"",Lung,"",2,"",1,""
12284,2019Q2,S08000025,S08000020,"",Lymphoma,"",1,"",1,""
12285,2019Q2,S08000025,S08000020,"",Ovarian,"",1,"",1,""
12286,2019Q2,S08000025,S08000020,"",Upper GI,"",1,"",1,""
12287,2019Q2,S08000025,S08000020,"",Urological,"",1,"",1,""
12288,2019Q2,S08000025,S08000020,"",All Cancer Types,d,6,"",5,""
12289,2019Q2,S08000025,S08000025,"",Colorectal,"",4,"",4,""
12290,2019Q2,S08000025,S08000025,"",Lung,"",1,"",1,""
12291,2019Q2,S08000025,S08000025,"",Melanoma,"",1,"",1,""
12292,2019Q2,S08000025,S08000025,"",Urological,"",1,"",1,""
12293,2019Q2,S08000025,S08000025,"",All Cancer Types,d,7,"",7,""
12294,2019Q2,S08000025,S92000003,d,Colorectal,"",4,"",4,""
12295,2019Q2,S08000025,S92000003,d,Lung,"",3,"",2,""
12296,2019Q2,S08000025,S92000003,d,Lymphoma,"",1,"",1,""
12297,2019Q2,S08000025,S92000003,d,Melanoma,"",1,"",1,""
12298,2019Q2,S08000025,S92000003,d,Ovarian,"",1,"",1,""
12299,2019Q2,S08000025,S92000003,d,Upper GI,"",1,"",1,""
12300,2019Q2,S08000025,S92000003,d,Urological,"",2,"",2,""
12301,2019Q2,S08000025,S92000003,d,All Cancer Types,d,13,"",12,""
12302,2019Q2,S08000026,S08000020,"",Lung,"",1,"",1,""
12303,2019Q2,S08000026,S08000020,"",Lymphoma,"",1,"",1,""
12304,2019Q2,S08000026,S08000020,"",Urological,"",2,"",1,""
12305,2019Q2,S08000026,S08000020,"",All Cancer Types,d,4,"",3,""
12306,2019Q2,S08000026,S08000026,"",Breast,"",2,"",2,""
12307,2019Q2,S08000026,S08000026,"",Colorectal,"",3,"",3,""
12308,2019Q2,S08000026,S08000026,"",Lung,"",1,"",1,""
12309,2019Q2,S08000026,S08000026,"",Upper GI,"",2,"",2,""
12310,2019Q2,S08000026,S08000026,"",Urological,"",12,"",12,""
12311,2019Q2,S08000026,S08000026,"",All Cancer Types,d,20,"",20,""
12312,2019Q2,S08000026,S92000003,d,Breast,"",2,"",2,""
12313,2019Q2,S08000026,S92000003,d,Colorectal,"",3,"",3,""
12314,2019Q2,S08000026,S92000003,d,Lung,"",2,"",2,""
12315,2019Q2,S08000026,S92000003,d,Lymphoma,"",1,"",1,""
12316,2019Q2,S08000026,S92000003,d,Upper GI,"",2,"",2,""
12317,2019Q2,S08000026,S92000003,d,Urological,"",14,"",13,""
12318,2019Q2,S08000026,S92000003,d,All Cancer Types,d,24,"",23,""
12319,2019Q2,S08000028,S08000020,"",Urological,"",2,"",1,""
12320,2019Q2,S08000028,S08000020,"",All Cancer Types,d,2,"",1,""
12321,2019Q2,S08000028,S08000022,"",Colorectal,"",5,"",5,""
12322,2019Q2,S08000028,S08000022,"",Head & Neck,"",1,"",1,""
12323,2019Q2,S08000028,S08000022,"",Lung,"",1,"",1,""
12324,2019Q2,S08000028,S08000022,"",Upper GI,"",2,"",2,""
12325,2019Q2,S08000028,S08000022,"",Urological,"",2,"",2,""
12326,2019Q2,S08000028,S08000022,"",All Cancer Types,d,11,"",11,""
12327,2019Q2,S08000028,S08000028,"",Colorectal,"",3,"",3,""
12328,2019Q2,S08000028,S08000028,"",Head & Neck,"",1,"",1,""
12329,2019Q2,S08000028,S08000028,"",Lung,"",1,"",1,""
12330,2019Q2,S08000028,S08000028,"",Melanoma,"",1,"",1,""
12331,2019Q2,S08000028,S08000028,"",Upper GI,"",4,"",4,""
12332,2019Q2,S08000028,S08000028,"",Urological,"",4,"",4,""
12333,2019Q2,S08000028,S08000028,"",All Cancer Types,d,14,"",14,""
12334,2019Q2,S08000028,S08000031,"",Colorectal,"",1,"",1,""
12335,2019Q2,S08000028,S08000031,"",Ovarian,"",1,"",1,""
12336,2019Q2,S08000028,S08000031,"",All Cancer Types,d,2,"",2,""
12337,2019Q2,S08000028,S92000003,d,Colorectal,"",9,"",9,""
12338,2019Q2,S08000028,S92000003,d,Head & Neck,"",2,"",2,""
12339,2019Q2,S08000028,S92000003,d,Lung,"",2,"",2,""
12340,2019Q2,S08000028,S92000003,d,Melanoma,"",1,"",1,""
12341,2019Q2,S08000028,S92000003,d,Ovarian,"",1,"",1,""
12342,2019Q2,S08000028,S92000003,d,Upper GI,"",6,"",6,""
12343,2019Q2,S08000028,S92000003,d,Urological,"",8,"",7,""
12344,2019Q2,S08000028,S92000003,d,All Cancer Types,d,29,"",28,""
12345,2019Q2,S08000029,S08000024,"",Breast,"",1,"",1,""
12346,2019Q2,S08000029,S08000024,"",Cervical,"",1,"",1,""
12347,2019Q2,S08000029,S08000024,"",Colorectal,"",7,"",7,""
12348,2019Q2,S08000029,S08000024,"",Head & Neck,"",9,"",9,""
12349,2019Q2,S08000029,S08000024,"",Lung,"",26,"",25,""
12350,2019Q2,S08000029,S08000024,"",Lymphoma,"",1,"",1,""
12351,2019Q2,S08000029,S08000024,"",Upper GI,"",8,"",8,""
12352,2019Q2,S08000029,S08000024,"",Urological,"",14,"",14,""
12353,2019Q2,S08000029,S08000024,"",All Cancer Types,d,67,"",66,""
12354,2019Q2,S08000029,S08000029,"",Breast,"",50,"",45,""
12355,2019Q2,S08000029,S08000029,"",Cervical,"",5,"",5,""
12356,2019Q2,S08000029,S08000029,"",Colorectal,"",58,"",57,""
12357,2019Q2,S08000029,S08000029,"",Head & Neck,"",1,"",1,""
12358,2019Q2,S08000029,S08000029,"",Lung,"",63,"",63,""
12359,2019Q2,S08000029,S08000029,"",Lymphoma,"",20,"",20,""
12360,2019Q2,S08000029,S08000029,"",Melanoma,"",15,"",15,""
12361,2019Q2,S08000029,S08000029,"",Ovarian,"",8,"",7,""
12362,2019Q2,S08000029,S08000029,"",Upper GI,"",34,"",34,""
12363,2019Q2,S08000029,S08000029,"",Urological,"",86,"",69,""
12364,2019Q2,S08000029,S08000029,"",All Cancer Types,d,340,"",316,""
12365,2019Q2,S08000029,S08000030,"",Head & Neck,"",5,"",5,""
12366,2019Q2,S08000029,S08000030,"",Lung,"",3,"",2,""
12367,2019Q2,S08000029,S08000030,"",All Cancer Types,d,8,"",7,""
12368,2019Q2,S08000029,S92000003,d,Breast,"",51,"",46,""
12369,2019Q2,S08000029,S92000003,d,Cervical,"",6,"",6,""
12370,2019Q2,S08000029,S92000003,d,Colorectal,"",65,"",64,""
12371,2019Q2,S08000029,S92000003,d,Head & Neck,"",15,"",15,""
12372,2019Q2,S08000029,S92000003,d,Lung,"",92,"",90,""
12373,2019Q2,S08000029,S92000003,d,Lymphoma,"",21,"",21,""
12374,2019Q2,S08000029,S92000003,d,Melanoma,"",15,"",15,""
12375,2019Q2,S08000029,S92000003,d,Ovarian,"",8,"",7,""
12376,2019Q2,S08000029,S92000003,d,Upper GI,"",42,"",42,""
12377,2019Q2,S08000029,S92000003,d,Urological,"",100,"",83,""
12378,2019Q2,S08000029,S92000003,d,All Cancer Types,d,415,"",389,""
12379,2019Q2,S08000030,S08000020,"",Cervical,"",1,"",1,""
12380,2019Q2,S08000030,S08000020,"",Lung,"",2,"",2,""
12381,2019Q2,S08000030,S08000020,"",All Cancer Types,d,3,"",3,""
12382,2019Q2,S08000030,S08000024,"",Lung,"",9,"",8,""
12383,2019Q2,S08000030,S08000024,"",All Cancer Types,d,9,"",8,""
12384,2019Q2,S08000030,S08000030,"",Breast,"",101,"",93,""
12385,2019Q2,S08000030,S08000030,"",Cervical,"",6,"",5,""
12386,2019Q2,S08000030,S08000030,"",Colorectal,"",73,"",73,""
12387,2019Q2,S08000030,S08000030,"",Head & Neck,"",20,"",20,""
12388,2019Q2,S08000030,S08000030,"",Lung,"",71,"",63,""
12389,2019Q2,S08000030,S08000030,"",Lymphoma,"",29,"",28,""
12390,2019Q2,S08000030,S08000030,"",Melanoma,"",30,"",29,""
12391,2019Q2,S08000030,S08000030,"",Ovarian,"",6,"",6,""
12392,2019Q2,S08000030,S08000030,"",Upper GI,"",50,"",50,""
12393,2019Q2,S08000030,S08000030,"",Urological,"",109,"",106,""
12394,2019Q2,S08000030,S08000030,"",All Cancer Types,d,495,"",473,""
12395,2019Q2,S08000030,S08000032,"",Urological,"",1,"",0,""
12396,2019Q2,S08000030,S08000032,"",All Cancer Types,d,1,"",0,""
12397,2019Q2,S08000030,S92000003,d,Breast,"",101,"",93,""
12398,2019Q2,S08000030,S92000003,d,Cervical,"",7,"",6,""
12399,2019Q2,S08000030,S92000003,d,Colorectal,"",73,"",73,""
12400,2019Q2,S08000030,S92000003,d,Head & Neck,"",20,"",20,""
12401,2019Q2,S08000030,S92000003,d,Lung,"",82,"",73,""
12402,2019Q2,S08000030,S92000003,d,Lymphoma,"",29,"",28,""
12403,2019Q2,S08000030,S92000003,d,Melanoma,"",30,"",29,""
12404,2019Q2,S08000030,S92000003,d,Ovarian,"",6,"",6,""
12405,2019Q2,S08000030,S92000003,d,Upper GI,"",50,"",50,""
12406,2019Q2,S08000030,S92000003,d,Urological,"",110,"",106,""
12407,2019Q2,S08000030,S92000003,d,All Cancer Types,d,508,"",484,""
12408,2019Q2,S08000031,S08000022,"",Ovarian,"",1,"",1,""
12409,2019Q2,S08000031,S08000022,"",All Cancer Types,d,1,"",1,""
12410,2019Q2,S08000031,S08000024,"",Upper GI,"",3,"",2,""
12411,2019Q2,S08000031,S08000024,"",Urological,"",1,"",1,""
12412,2019Q2,S08000031,S08000024,"",All Cancer Types,d,4,"",3,""
12413,2019Q2,S08000031,S08000031,"",Breast,"",376,"",327,""
12414,2019Q2,S08000031,S08000031,"",Cervical,"",15,"",15,""
12415,2019Q2,S08000031,S08000031,"",Colorectal,"",197,"",183,""
12416,2019Q2,S08000031,S08000031,"",Head & Neck,"",84,"",83,""
12417,2019Q2,S08000031,S08000031,"",Lung,"",296,"",278,""
12418,2019Q2,S08000031,S08000031,"",Lymphoma,"",72,"",72,""
12419,2019Q2,S08000031,S08000031,"",Melanoma,"",87,"",86,""
12420,2019Q2,S08000031,S08000031,"",Ovarian,"",41,"",38,""
12421,2019Q2,S08000031,S08000031,"",Upper GI,"",145,"",142,""
12422,2019Q2,S08000031,S08000031,"",Urological,"",351,"",326,""
12423,2019Q2,S08000031,S08000031,"",All Cancer Types,d,1664,"",1550,""
12424,2019Q2,S08000031,S08000032,"",Breast,"",44,"",44,""
12425,2019Q2,S08000031,S08000032,"",All Cancer Types,d,44,"",44,""
12426,2019Q2,S08000031,S92000003,d,Breast,"",420,"",371,""
12427,2019Q2,S08000031,S92000003,d,Cervical,"",15,"",15,""
12428,2019Q2,S08000031,S92000003,d,Colorectal,"",197,"",183,""
12429,2019Q2,S08000031,S92000003,d,Head & Neck,"",84,"",83,""
12430,2019Q2,S08000031,S92000003,d,Lung,"",361,"",343,""
12431,2019Q2,S08000031,S92000003,d,Lymphoma,"",72,"",72,""
12432,2019Q2,S08000031,S92000003,d,Melanoma,"",87,"",86,""
12433,2019Q2,S08000031,S92000003,d,Ovarian,"",42,"",39,""
12434,2019Q2,S08000031,S92000003,d,Upper GI,"",148,"",144,""
12435,2019Q2,S08000031,S92000003,d,Urological,"",352,"",327,""
12436,2019Q2,S08000031,S92000003,d,All Cancer Types,d,1778,"",1663,""
12437,2019Q2,S08000031,SB0801,"",Lung,"",65,"",65,""
12438,2019Q2,S08000031,SB0801,"",All Cancer Types,d,65,"",65,""
12439,2019Q2,S08000032,S08000031,"",Breast,"",3,"",3,""
12440,2019Q2,S08000032,S08000031,"",Cervical,"",4,"",4,""
12441,2019Q2,S08000032,S08000031,"",Colorectal,"",10,"",8,""
